HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Mansion,8,Builder_15,15,Broker_17,17,Seller_313,313,Jose Kemp,27,"883 Galvan Loop
Waltersburgh, WY 23999",+1-630-968-3456,PayPal,7,US Bank,4,651661.12,2021-08-16
Bungalow,9,Builder_18,18,Broker_19,19,Seller_701,701,Michelle Baker,2,"13580 Erika Drive
Normanchester, GU 81983",+1-448-715-4568,Apple Pay,9,Chase Bank,2,239834.52,2024-03-29
Townhouse,2,Builder_14,14,Broker_29,29,Seller_711,711,Michael Jacobson,65,"00667 Charles Locks
Coleport, MS 51975",+1-695-933-0699x655,Cash,3,Capital One,9,900598.01,2023-03-05
Apartment,1,Builder_12,12,Broker_9,9,Seller_151,151,Marcus Weaver,145,"PSC 2521, Box 8644
APO AA 99337",395.428.9889,Credit Card,1,Bank of America,1,993115.92,2024-08-23
Single Family Home,3,Builder_2,2,Broker_28,28,Seller_301,301,Carol George,146,"6794 Alicia Street Suite 265
Drewmouth, MA 35049",831-383-7749,Gift Card,10,SunTrust Bank,8,174582.1,2024-04-05
Townhouse,2,Builder_5,5,Broker_2,2,Seller_616,616,Eric Bell,32,"1533 Brooks Hills Suite 873
Port Williamchester, AK 86218",966.547.0748,Cryptocurrency,6,Capital One,9,815276.29,2022-10-24
Mansion,8,Builder_12,12,Broker_21,21,Seller_945,945,Belinda Mcconnell,196,"404 Riley Cliffs
North Karenhaven, AR 64137",621.358.3923x4851,Cash,3,Ally Bank,10,734334.74,2024-08-22
Mansion,8,Builder_5,5,Broker_11,11,Seller_953,953,Cindy Burton,149,"014 Eric Meadow
Hallfurt, WI 31060",418.209.2882x7325,Cash,3,SunTrust Bank,8,750073.95,2022-05-19
Mansion,8,Builder_19,19,Broker_28,28,Seller_858,858,Emily Moore,171,"89755 John Via
Stephenside, WY 71338",+1-753-853-1302x949,Bank Transfer,4,SunTrust Bank,8,969952.87,2021-11-18
Bungalow,9,Builder_10,10,Broker_2,2,Seller_498,498,Daisy Turner,48,"0265 Roach Shoal Apt. 044
Port Michaelport, AS 90819",001-704-231-6870x079,Google Pay,8,TD Bank,7,607434.52,2021-09-08
Bungalow,9,Builder_3,3,Broker_16,16,Seller_740,740,Robin Long,172,"59345 Melinda Walks Apt. 309
Lake Prestonland, MP 82289",785-675-3937x2806,Bank Transfer,4,PNC Bank,6,602167.0,2020-03-08
Villa,4,Builder_1,1,Broker_17,17,Seller_471,471,Michelle Mooney,52,"7990 Jimenez Viaduct Apt. 737
South Mitchellville, AR 68172",001-795-317-5934,Cash,3,Ally Bank,10,223848.08,2020-08-23
Villa,4,Builder_18,18,Broker_16,16,Seller_329,329,David Phillips,79,"12737 Sarah Street Apt. 417
Garciastad, TN 84018",+1-929-651-1688x1598,Debit Card,2,TD Bank,7,336363.03,2021-04-05
Villa,4,Builder_5,5,Broker_6,6,Seller_839,839,Amanda Carpenter,130,"0956 Debbie Circles Apt. 246
Jonesfort, ID 26259",(214)320-7687x00547,Apple Pay,9,Capital One,9,542426.53,2024-09-28
Mansion,8,Builder_20,20,Broker_17,17,Seller_708,708,Jeanne Fisher,106,"733 Scott Springs Apt. 997
Dawntown, IA 94806",820-270-3608,Gift Card,10,Wells Fargo,3,797393.74,2022-05-22
Duplex,5,Builder_6,6,Broker_24,24,Seller_871,871,Shelley Thompson,29,"602 Randall Cliffs
South Christopher, DE 97513",(408)640-1116x102,Cryptocurrency,6,Citibank,5,990486.76,2020-03-02
Apartment,1,Builder_14,14,Broker_8,8,Seller_87,87,Tonya Robinson,71,"Unit 0719 Box 9437
DPO AA 89190",(926)413-8222,Cash,3,Ally Bank,10,730288.06,2021-03-16
Mansion,8,Builder_18,18,Broker_12,12,Seller_177,177,Belinda Mcconnell,196,"28855 Tiffany Oval
Port Christophermouth, MS 08473",001-905-499-4993,Cheque,5,PNC Bank,6,224131.16,2021-08-30
Villa,4,Builder_5,5,Broker_12,12,Seller_788,788,Kelly Ramirez,25,"2918 Campbell Shores
Raybury, PA 14195",231-798-1487x042,Credit Card,1,Ally Bank,10,615855.04,2022-10-13
Duplex,5,Builder_1,1,Broker_2,2,Seller_682,682,Tom Barber,31,"86969 Joseph Rest Suite 521
West Reginald, TN 54750",(508)677-4127,Credit Card,1,Chase Bank,2,502979.03,2024-06-28
Duplex,5,Builder_6,6,Broker_30,30,Seller_790,790,Jesse Todd,46,"2518 Joseph Village Suite 199
Mccormickfurt, MA 82489",+1-813-929-5810x160,Apple Pay,9,US Bank,4,204067.77,2024-09-27
Villa,4,Builder_5,5,Broker_13,13,Seller_145,145,Daniel Webb,177,"913 Alisha Knolls Suite 166
North Amanda, RI 84530",4906667870,Cryptocurrency,6,Citibank,5,961615.38,2024-03-03
Penthouse,6,Builder_2,2,Broker_22,22,Seller_133,133,Bryan Porter,116,"2269 Michael Forks
East Amystad, MA 01856",001-816-440-6306x097,Google Pay,8,TD Bank,7,255994.87,2022-01-27
Mansion,8,Builder_14,14,Broker_2,2,Seller_147,147,Kayla Moore,62,"72440 Charles Mall Apt. 202
Maysmouth, MI 78553",(395)739-2269x6799,PayPal,7,Citibank,5,632108.32,2024-05-10
Villa,4,Builder_9,9,Broker_22,22,Seller_169,169,Jennifer Watson,93,"279 Cynthia Skyway Apt. 927
West Ashley, MD 63462",001-594-456-2194,Cheque,5,US Bank,4,697954.03,2023-07-05
Single Family Home,3,Builder_1,1,Broker_22,22,Seller_775,775,Jack Gordon,84,"114 Kyle Park
Chrisport, TX 54445",229.673.1734x4482,Cryptocurrency,6,Capital One,9,980303.53,2020-08-09
Duplex,5,Builder_6,6,Broker_2,2,Seller_232,232,Jessica Stephenson,24,"10588 Roman Shoals Suite 468
Jonesmouth, NM 12764",001-691-715-9727x118,Cryptocurrency,6,Chase Bank,2,182948.67,2022-11-08
Apartment,1,Builder_4,4,Broker_17,17,Seller_189,189,Elizabeth Rowe,142,"3429 Charles Locks Apt. 765
Myersport, PW 39626",(579)526-4637x05621,Cryptocurrency,6,Citibank,5,599552.45,2024-03-27
Penthouse,6,Builder_12,12,Broker_28,28,Seller_525,525,James Moore,8,"0217 Joseph Circle Suite 167
Richmondmouth, VT 17787",001-255-690-5759x40362,Cash,3,PNC Bank,6,699699.74,2021-10-26
Duplex,5,Builder_16,16,Broker_28,28,Seller_707,707,Matthew Johnson,17,"PSC 9789, Box 7006
APO AP 11083",8173453623,PayPal,7,TD Bank,7,507193.05,2023-03-13
Bungalow,9,Builder_6,6,Broker_7,7,Seller_868,868,Charles Hardy,20,"285 Brooks Estates Suite 033
Contrerasfort, NY 73307",001-894-762-8642,Credit Card,1,SunTrust Bank,8,319931.28,2024-04-15
Villa,4,Builder_12,12,Broker_14,14,Seller_517,517,Bradley Schneider,138,"67092 Bailey Mount
Rodriguezfurt, NY 83077",001-628-216-9033x72741,Apple Pay,9,Ally Bank,10,213379.82,2020-06-16
Villa,4,Builder_15,15,Broker_6,6,Seller_634,634,Jonathon Wilson,170,"0635 Brittany Forks
West Dakotatown, NM 26150",248.318.4548x9540,Cheque,5,TD Bank,7,173138.66,2022-02-23
Cottage,7,Builder_5,5,Broker_8,8,Seller_889,889,Jacob Lee,83,"863 Taylor Forest Suite 959
North Caroline, LA 10272",6048083232,Bank Transfer,4,Chase Bank,2,393719.92,2020-09-03
Mansion,8,Builder_8,8,Broker_22,22,Seller_293,293,Shelley Thompson,29,"24187 Mark Fort
South Peter, LA 50815",001-884-367-9037,PayPal,7,Wells Fargo,3,295829.92,2024-06-18
Single Family Home,3,Builder_12,12,Broker_5,5,Seller_586,586,Rachel Gentry,103,"874 Isabella Coves Apt. 246
Jacksontown, MO 49023",9245285344,Cryptocurrency,6,US Bank,4,488937.51,2023-04-26
Penthouse,6,Builder_11,11,Broker_22,22,Seller_144,144,John Collins,89,"34128 Reeves Port Suite 593
Allenland, MI 48778",294.551.0169x672,Apple Pay,9,PNC Bank,6,334315.8,2024-07-30
Apartment,1,Builder_7,7,Broker_26,26,Seller_574,574,Shannon Freeman,136,"Unit 1153 Box 7999
DPO AP 22412",+1-339-364-3097x9689,Debit Card,2,Wells Fargo,3,691924.0,2020-01-12
Villa,4,Builder_16,16,Broker_1,1,Seller_279,279,Patricia Dunlap,122,"195 Graham Meadow
West Danielhaven, PA 96734",(429)433-4327,PayPal,7,Capital One,9,845884.14,2022-01-04
Bungalow,9,Builder_1,1,Broker_2,2,Seller_897,897,Christopher Griffin,143,"9750 Jordan Prairie
New Larryport, NH 36172",471.822.9733x2129,Cheque,5,US Bank,4,311702.32,2023-08-05
Single Family Home,3,Builder_5,5,Broker_16,16,Seller_578,578,Jason Williams,154,"8236 April Estates Suite 350
Port Deborahfort, MH 32690",001-528-794-3001x8553,Google Pay,8,US Bank,4,572882.74,2024-04-05
Apartment,1,Builder_8,8,Broker_2,2,Seller_553,553,Shelby Jackson,120,"1857 Michelle Dam Apt. 656
Adamsport, NV 64982",614.419.8699,Cheque,5,TD Bank,7,668372.74,2021-06-23
Single Family Home,3,Builder_10,10,Broker_1,1,Seller_683,683,Jessica Stephenson,24,"2149 Kelly Locks Apt. 077
Millershire, KY 49281",(841)290-4847x6101,PayPal,7,PNC Bank,6,419286.38,2021-02-13
Penthouse,6,Builder_13,13,Broker_8,8,Seller_734,734,Nicole Clark,197,"4759 Erin Harbor Suite 618
Daleville, CA 25240",+1-294-357-7774x2898,Apple Pay,9,Bank of America,1,897374.08,2024-03-16
Cottage,7,Builder_10,10,Broker_5,5,Seller_680,680,Holly Schroeder,77,"96141 Melissa Mountain Apt. 680
Tonymouth, WY 48246",001-572-263-2698x36154,Cash,3,SunTrust Bank,8,495687.98,2023-01-25
Mansion,8,Builder_19,19,Broker_8,8,Seller_481,481,Samuel James,141,"Unit 0349 Box 3390
DPO AE 28381",941.314.6936x45114,Debit Card,2,PNC Bank,6,942754.83,2022-07-22
Penthouse,6,Builder_19,19,Broker_29,29,Seller_295,295,Sara Navarro,98,"50095 Penny Park
Gailberg, CO 57071",846-511-9351,Credit Card,1,TD Bank,7,776973.55,2021-05-27
Bungalow,9,Builder_14,14,Broker_12,12,Seller_698,698,David Poole,112,"470 Sarah Roads
Lake Frankfort, PA 17984",750.457.0141,Credit Card,1,Wells Fargo,3,411141.27,2021-06-30
Apartment,1,Builder_7,7,Broker_9,9,Seller_857,857,Michael Baker,59,"USNS Maldonado
FPO AP 49544",(524)454-9608x551,Debit Card,2,Ally Bank,10,569480.78,2023-01-02
Single Family Home,3,Builder_4,4,Broker_10,10,Seller_316,316,Brian Smith,148,"76448 Perez Bypass Apt. 441
East Diane, AL 49021",732-713-7872x793,Cryptocurrency,6,PNC Bank,6,794206.52,2023-07-23
Bungalow,9,Builder_6,6,Broker_26,26,Seller_856,856,Renee Gonzalez,90,"01796 Kerry Avenue
North Rodney, RI 60789",001-226-577-0860x9987,Credit Card,1,Wells Fargo,3,392786.11,2023-11-25
Townhouse,2,Builder_5,5,Broker_25,25,Seller_76,76,Kelly Green,11,"869 Gordon Station Apt. 809
Hendersonfort, SC 67935",6587076932,Apple Pay,9,Wells Fargo,3,647517.73,2023-12-18
Apartment,1,Builder_13,13,Broker_22,22,Seller_883,883,Matthew Cardenas,188,"5402 Taylor Islands Apt. 216
Thomasville, MD 67243",(399)941-6553x672,Cryptocurrency,6,TD Bank,7,934651.3,2020-01-18
Cottage,7,Builder_16,16,Broker_26,26,Seller_611,611,Christopher Merritt,104,"091 Penny Mission Suite 526
Lloydview, NM 05619",731-258-2519x390,Credit Card,1,Bank of America,1,699986.5,2022-10-23
Single Family Home,3,Builder_19,19,Broker_13,13,Seller_747,747,Shawn Choi,9,"36561 Mark Wells Suite 741
North Peter, SD 52197",628.634.7652x20142,Apple Pay,9,Citibank,5,728668.51,2024-03-28
Duplex,5,Builder_6,6,Broker_21,21,Seller_662,662,Carol George,146,"000 Green Falls Suite 681
Rhondaport, AS 49678",(267)388-0487,Google Pay,8,TD Bank,7,678227.89,2021-08-30
Mansion,8,Builder_7,7,Broker_9,9,Seller_7,7,Robin James,194,"6895 Henry Locks Suite 732
Port Heather, CO 20121",001-640-372-2621x2611,Debit Card,2,Citibank,5,486625.14,2023-02-07
Cottage,7,Builder_20,20,Broker_14,14,Seller_830,830,Patricia Dunlap,122,"8152 Williams Plain
Laneton, KS 81822",+1-235-544-5226x319,Cheque,5,Citibank,5,483961.23,2023-06-30
Duplex,5,Builder_11,11,Broker_23,23,Seller_141,141,Ann Woodward,38,"786 Alexander Harbor
Port Paigeburgh, ND 39348",(547)389-9455x90581,Cryptocurrency,6,SunTrust Bank,8,860729.94,2022-06-05
Villa,4,Builder_18,18,Broker_12,12,Seller_649,649,Susan Wang,34,"776 Michael Crossing
Holtstad, GA 37020",(331)880-5369x48321,Cryptocurrency,6,Wells Fargo,3,960805.31,2020-03-09
Bungalow,9,Builder_17,17,Broker_12,12,Seller_358,358,Justin White,161,"USNS Brown
FPO AE 37301",+1-394-385-0307x359,Cash,3,Bank of America,1,716228.43,2022-02-18
Penthouse,6,Builder_7,7,Broker_6,6,Seller_7,7,Amanda Carpenter,130,"7992 Wells Lodge Suite 282
Huanghaven, HI 92939",(535)637-8861,PayPal,7,Wells Fargo,3,630464.06,2024-02-17
Apartment,1,Builder_17,17,Broker_6,6,Seller_403,403,Ruth Martin,82,"801 Courtney Loop Suite 281
East Stephen, WV 69441",5423423331,Cheque,5,Capital One,9,393441.9,2022-09-22
Apartment,1,Builder_16,16,Broker_24,24,Seller_822,822,April Wright,21,"174 Amanda Drive Apt. 608
Lake Christopher, WV 80297",803-691-8279,Cash,3,Citibank,5,797111.69,2021-03-13
Single Family Home,3,Builder_15,15,Broker_28,28,Seller_752,752,Gary Hutchinson,198,"9375 Davis Skyway
New Joseph, KY 75032",318.723.7165x2700,Cheque,5,PNC Bank,6,706965.62,2021-08-25
Duplex,5,Builder_14,14,Broker_22,22,Seller_16,16,Allen Brewer,12,"5361 Nelson Pines Suite 573
Robertfurt, SC 31290",483-558-9125x084,Credit Card,1,Capital One,9,610023.39,2024-01-12
Cottage,7,Builder_10,10,Broker_9,9,Seller_236,236,Matthew Washington DDS,183,"37876 Ramirez Parkway
Smithport, PA 67932",963.451.4559x67995,Credit Card,1,TD Bank,7,934679.88,2024-07-28
Single Family Home,3,Builder_2,2,Broker_2,2,Seller_403,403,Cindy Burton,149,"1056 Goodwin Keys Apt. 832
West James, ME 37418",360.300.1805x3500,Bank Transfer,4,Bank of America,1,492668.81,2020-02-25
Duplex,5,Builder_14,14,Broker_7,7,Seller_520,520,Luke Murphy,28,"987 Ramirez Branch
Port Timothy, MN 03126",(675)533-1661,Gift Card,10,TD Bank,7,952820.67,2021-10-23
Mansion,8,Builder_12,12,Broker_26,26,Seller_187,187,Emily Moore,171,"USNV Clark
FPO AA 72930",3207975593,Cash,3,TD Bank,7,732262.54,2022-10-06
Duplex,5,Builder_7,7,Broker_30,30,Seller_687,687,Matthew Cardenas,188,"7011 Michael Drive Suite 362
Brownview, GA 01752",689.341.6280,Apple Pay,9,Wells Fargo,3,976566.65,2021-08-29
Mansion,8,Builder_11,11,Broker_29,29,Seller_16,16,Debbie Butler,66,"6543 Hernandez Throughway
Griffithville, FM 09258",664.505.4159,Bank Transfer,4,Citibank,5,626774.33,2020-07-03
Cottage,7,Builder_1,1,Broker_19,19,Seller_287,287,Amy Henderson,56,"6462 Paula Stream Suite 475
Kevinport, MI 43419",436.414.0866,PayPal,7,Chase Bank,2,486078.28,2021-09-21
Villa,4,Builder_8,8,Broker_11,11,Seller_620,620,Amy Becker,184,"4247 Nichols Square Suite 601
Hatfieldside, FM 62135",590.741.5805x64372,Credit Card,1,Capital One,9,646973.55,2020-12-27
Duplex,5,Builder_18,18,Broker_5,5,Seller_314,314,Michael Jacobson,65,"4530 Douglas Overpass Apt. 261
Wardfort, PR 03119",276-661-5381,Apple Pay,9,PNC Bank,6,546248.94,2023-10-13
Penthouse,6,Builder_8,8,Broker_9,9,Seller_677,677,Makayla Bryant,43,"9516 Sanders Summit Suite 764
East Douglaston, TX 93949",001-386-929-2366x97539,Debit Card,2,Bank of America,1,216237.45,2020-10-18
Bungalow,9,Builder_19,19,Broker_13,13,Seller_161,161,Steven Simpson,178,"2269 Wendy Neck
Perrystad, VI 55569",896.447.5692x10134,Cash,3,Capital One,9,237073.91,2020-06-27
Mansion,8,Builder_7,7,Broker_16,16,Seller_454,454,Kayla Erickson,128,"37011 Hernandez Ports
New Scottmouth, MN 89385",(777)840-2273x1819,Gift Card,10,Wells Fargo,3,914928.51,2020-12-17
Studio,10,Builder_16,16,Broker_13,13,Seller_394,394,Jason Williams,154,"915 Hill Villages
Lake Jaredside, MA 13229",985.835.5699,Cryptocurrency,6,Citibank,5,816515.97,2023-07-01
Villa,4,Builder_5,5,Broker_18,18,Seller_471,471,Kathryn Potter,5,"81373 Cory Flat
Matachester, IA 75176",2373331089,Bank Transfer,4,Capital One,9,650163.57,2024-03-29
Bungalow,9,Builder_11,11,Broker_20,20,Seller_422,422,Austin Harris,195,"946 Rubio Summit
South Patriciastad, DE 11962",870-790-6116x0260,Bank Transfer,4,TD Bank,7,869372.75,2020-10-01
Penthouse,6,Builder_13,13,Broker_15,15,Seller_744,744,Gregory Roberts,39,"USNS Boyd
FPO AP 47727",4366416676,Debit Card,2,TD Bank,7,878075.56,2021-09-24
Bungalow,9,Builder_1,1,Broker_22,22,Seller_679,679,Rachel Gentry,103,"11918 Johnson Route
Smithstad, AZ 74156",344.587.7791x22726,Cheque,5,Chase Bank,2,472745.57,2020-01-11
Cottage,7,Builder_19,19,Broker_27,27,Seller_682,682,Barbara Evans,19,"50174 Clayton Viaduct
Roachville, OH 43947",511-821-3739x29418,Cheque,5,TD Bank,7,897263.75,2020-09-28
Studio,10,Builder_17,17,Broker_10,10,Seller_948,948,Jeffrey Norman,121,"476 Kara Gardens Apt. 707
North Cody, SC 15094",527.786.0292,Credit Card,1,TD Bank,7,791201.35,2024-03-29
Single Family Home,3,Builder_14,14,Broker_16,16,Seller_420,420,Gregory Roberts,39,"PSC 8213, Box 1159
APO AP 71376",205.277.6450,Debit Card,2,US Bank,4,914274.95,2021-08-24
Townhouse,2,Builder_11,11,Broker_18,18,Seller_125,125,Amy Becker,184,"339 Andrew Club Suite 578
New Russell, OH 67915",959-597-2883x72683,Credit Card,1,Chase Bank,2,428364.06,2022-04-06
Mansion,8,Builder_15,15,Broker_3,3,Seller_669,669,Jason Williams,154,"8563 Heather Extensions
Port Catherinestad, VT 70160",665-581-8423x9759,PayPal,7,Wells Fargo,3,648558.81,2022-06-03
Mansion,8,Builder_5,5,Broker_8,8,Seller_994,994,Jordan Mckee,88,"826 Jacob Forge
South Johnville, FL 35557",(708)356-6379x438,Cash,3,US Bank,4,914832.4,2024-08-25
Studio,10,Builder_11,11,Broker_19,19,Seller_690,690,Laurie Lee,140,"13056 Green Springs Apt. 537
Ashleyton, AR 76849",001-535-949-3351x096,Debit Card,2,Wells Fargo,3,239444.79,2021-12-15
Villa,4,Builder_1,1,Broker_1,1,Seller_464,464,Robert Olson,26,"907 Parks Glen
Goodwinmouth, NE 43591",+1-837-782-6699x60697,Gift Card,10,Capital One,9,480897.09,2023-11-10
Townhouse,2,Builder_19,19,Broker_20,20,Seller_445,445,Alexandra Walker,96,"82925 Hess Cliff
Christensenville, AK 74927",+1-918-217-4583x501,Gift Card,10,Chase Bank,2,695270.41,2023-05-15
Villa,4,Builder_12,12,Broker_28,28,Seller_870,870,Anna Baldwin,95,"221 Christina Tunnel
Williamsonfurt, VI 45854",717.470.4085x98514,Bank Transfer,4,US Bank,4,874990.16,2023-02-21
Duplex,5,Builder_11,11,Broker_14,14,Seller_986,986,Timothy Meyer,166,"87977 Hancock Lodge Suite 820
Smithport, PA 35962",698-532-9525,Gift Card,10,Capital One,9,891130.36,2021-01-09
Single Family Home,3,Builder_12,12,Broker_9,9,Seller_170,170,Steven Simpson,178,"273 Drake Pass
New Blake, NH 85890",229.595.3887x3290,Cryptocurrency,6,PNC Bank,6,804729.94,2023-04-01
Apartment,1,Builder_10,10,Broker_4,4,Seller_192,192,Shelby Jackson,120,"108 Rodriguez Station
Tiffanyport, AZ 21457",934.992.3960,Cheque,5,SunTrust Bank,8,225603.61,2021-09-06
Mansion,8,Builder_20,20,Broker_2,2,Seller_228,228,Charles Hardy,20,"66994 Martin Coves
South Kelliview, GU 89149",001-352-583-7951,Google Pay,8,PNC Bank,6,599126.84,2021-08-27
Bungalow,9,Builder_19,19,Broker_3,3,Seller_244,244,Michael Rivera,69,"390 Hall Plains Apt. 200
New Amyville, AS 55443",(325)334-5843x67048,Bank Transfer,4,TD Bank,7,279525.36,2022-06-09
Apartment,1,Builder_14,14,Broker_9,9,Seller_589,589,Julie Dunn,47,"591 Barber Stream Suite 399
Derekport, HI 40534",7632048724,Cheque,5,US Bank,4,867329.5,2020-11-23
Studio,10,Builder_18,18,Broker_29,29,Seller_638,638,Jonathan Simmons,36,"USNS Barron
FPO AA 22463",947-506-1474,Cheque,5,TD Bank,7,710280.83,2023-09-13
Villa,4,Builder_8,8,Broker_25,25,Seller_35,35,Darren Nelson,97,"4446 Thomas Mall
Debbieside, NM 46006",+1-505-900-5197x5273,PayPal,7,Ally Bank,10,969704.34,2022-07-03
Bungalow,9,Builder_18,18,Broker_4,4,Seller_577,577,Robert Brown,76,"1659 Bryant Passage Suite 800
Mistyton, VI 60324",(484)648-9156,Apple Pay,9,Citibank,5,737815.53,2021-11-06
Apartment,1,Builder_10,10,Broker_17,17,Seller_990,990,Dana Carr,127,"816 Sanchez Brooks
Hannahbury, NE 81332",+1-641-824-0950x78678,Bank Transfer,4,Capital One,9,934243.53,2022-12-05
Bungalow,9,Builder_12,12,Broker_15,15,Seller_942,942,Brian Smith,148,"PSC 1992, Box 3624
APO AE 30519",+1-329-630-1785,Debit Card,2,Citibank,5,154172.5,2021-03-26
Single Family Home,3,Builder_6,6,Broker_30,30,Seller_1,1,Terri Chang,164,"68440 Swanson Plains
New Amandafurt, VT 78091",970-629-7690x0822,Cryptocurrency,6,Chase Bank,2,905064.89,2020-12-20
Single Family Home,3,Builder_11,11,Broker_17,17,Seller_997,997,Brad Golden,74,"293 Rodriguez Estate Apt. 312
South Pamelaberg, DC 85326",001-824-994-8882,Gift Card,10,Bank of America,1,436924.42,2022-01-23
Townhouse,2,Builder_1,1,Broker_9,9,Seller_120,120,Andrew Jones,158,"1288 Claudia Turnpike Apt. 429
New Mason, WY 73428",897.337.6371,Cryptocurrency,6,Chase Bank,2,263983.13,2023-03-22
Apartment,1,Builder_19,19,Broker_18,18,Seller_668,668,Courtney Cline,199,"71442 Eric Shoal
Lisaville, OK 56109",241.355.6605x65668,Bank Transfer,4,Bank of America,1,309475.48,2021-05-15
Single Family Home,3,Builder_1,1,Broker_16,16,Seller_237,237,Ruth Martin,82,"PSC 0833, Box 9938
APO AA 06599",646-954-7319,Gift Card,10,Capital One,9,337517.23,2021-08-15
Single Family Home,3,Builder_5,5,Broker_18,18,Seller_206,206,Phillip Wolfe,105,"79239 Jared Loaf Apt. 157
Sanderston, CO 89706",+1-821-324-6442,Gift Card,10,SunTrust Bank,8,354638.89,2024-05-27
Mansion,8,Builder_13,13,Broker_7,7,Seller_301,301,Robert Olson,26,"76735 Ramirez Curve
Cooleyburgh, NM 40759",001-941-756-8126,Cheque,5,Chase Bank,2,805277.16,2021-03-01
Cottage,7,Builder_5,5,Broker_7,7,Seller_277,277,Shawn Choi,9,"070 Rowland Gateway Apt. 440
North Staceyberg, VT 60243",740-616-6045,PayPal,7,Citibank,5,174030.92,2020-03-21
Villa,4,Builder_6,6,Broker_19,19,Seller_709,709,Peter Wagner,4,"251 Eric Lights
Johnsonview, PW 99826",647-747-5593,Cash,3,PNC Bank,6,494556.15,2021-10-28
Mansion,8,Builder_13,13,Broker_3,3,Seller_240,240,Kelly Green,11,"7971 Ryan Mall
West Robinmouth, NE 82408",689-243-7725x2165,Cryptocurrency,6,Capital One,9,587025.03,2024-06-13
Cottage,7,Builder_10,10,Broker_17,17,Seller_153,153,Matthew Cardenas,188,"9227 Steven Meadows
South Nicholas, MS 32310",709-998-0241x7597,Gift Card,10,TD Bank,7,992160.78,2023-03-29
Single Family Home,3,Builder_20,20,Broker_28,28,Seller_515,515,Luke Murphy,28,"448 Ray Street Suite 782
Domingueztown, MP 71117",001-537-247-1548x76395,Apple Pay,9,Capital One,9,284191.71,2023-09-16
Cottage,7,Builder_14,14,Broker_30,30,Seller_717,717,Michael Lindsey,192,"26449 Brianna Forge Apt. 347
South Dawn, GU 59056",001-675-991-3217x95154,PayPal,7,US Bank,4,350441.66,2023-06-05
Studio,10,Builder_10,10,Broker_27,27,Seller_745,745,Steven Pitts,189,"580 Ortiz Square Suite 024
South Gloria, MO 86917",+1-209-814-9889x98260,PayPal,7,Chase Bank,2,825448.06,2020-06-24
Penthouse,6,Builder_3,3,Broker_6,6,Seller_843,843,Jack Gordon,84,"7575 Caleb River Suite 698
East Angelaport, MS 37430",424-996-6022x900,Gift Card,10,Capital One,9,570188.22,2020-04-05
Cottage,7,Builder_6,6,Broker_13,13,Seller_45,45,Tamara Morgan,114,"2075 Brown Shore Suite 207
Steventown, IA 06032",740.655.5803,Cheque,5,Ally Bank,10,507581.76,2022-09-15
Cottage,7,Builder_6,6,Broker_15,15,Seller_664,664,Jaclyn Welch,152,"604 Kyle Expressway Apt. 452
Adkinsside, PR 77807",001-428-304-3171x34821,Google Pay,8,Bank of America,1,360153.54,2024-02-09
